crop_rel,src_rel,pillId,side,kind,method,orig_w,orig_h,x0,y0,x1,y1,margin,img_size,mask_frac,sam_score
data/processed/cure_crops/1/bottom/ref/1_ref_bottom.png,data/raw/CURE_dataset/Pill_Images/1/bottom/Reference/1_ref_bottom.bmp,1,bottom,ref,classical,2448,2448,812,1170,1147,1477,0.15,384,0.00777,
data/processed/cure_crops/1/top/customer/1_top_44.png,data/raw/CURE_dataset/Pill_Images/1/top/Customer/1_top_44.jpg,1,top,customer,sam,2448,2448,1050,1047,1376,1382,0.15,384,0.032054,0.824972
data/processed/cure_crops/1/top/customer/1_top_46.png,data/raw/CURE_dataset/Pill_Images/1/top/Customer/1_top_46.jpg,1,top,customer,sam,2448,2448,1058,1110,1437,1488,0.15,384,0.011251,1.00538
data/processed/cure_crops/1/top/customer/1_top_49.png,data/raw/CURE_dataset/Pill_Images/1/top/Customer/1_top_49.jpg,1,top,customer,manual,2448,2448,1137,1062,1436,1378,0.15,384,0.600226,0.885274
data/processed/cure_crops/1/top/ref/1_ref_top.png,data/raw/CURE_dataset/Pill_Images/1/top/Reference/1_ref_top.bmp,1,top,ref,classical,2448,2448,1053,1021,1376,1323,0.15,384,0.007432,
data/processed/cure_crops/10/bottom/customer/10_bottom_455.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_455.jpg,10,bottom,customer,sam,2448,2448,951,915,1543,1511,0.15,384,0.027513,0.993468
data/processed/cure_crops/10/bottom/customer/10_bottom_456.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_456.jpg,10,bottom,customer,sam,2448,2448,862,761,1450,1353,0.15,384,0.027175,0.996171
data/processed/cure_crops/10/bottom/customer/10_bottom_457.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_457.jpg,10,bottom,customer,sam,2448,2448,1011,785,1596,1373,0.15,384,0.026962,0.992382
data/processed/cure_crops/10/bottom/customer/10_bottom_458.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_458.jpg,10,bottom,customer,sam,2448,2448,1048,921,1518,1389,0.15,384,0.016813,0.994391
data/processed/cure_crops/10/bottom/customer/10_bottom_459.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_459.jpg,10,bottom,customer,manual,2448,2448,1114,818,1571,1256,0.15,384,0.076062,0.410936
data/processed/cure_crops/10/bottom/customer/10_bottom_460.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_460.jpg,10,bottom,customer,manual,2448,2448,1169,785,1626,1265,0.15,384,0.04895,0.434549
data/processed/cure_crops/10/bottom/customer/10_bottom_461.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_461.jpg,10,bottom,customer,sam,2448,2448,977,992,1577,1578,0.15,384,0.027747,1.022967
data/processed/cure_crops/10/bottom/customer/10_bottom_462.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_462.jpg,10,bottom,customer,sam,2448,2448,1149,909,1766,1502,0.15,384,0.02873,0.958898
data/processed/cure_crops/10/bottom/customer/10_bottom_463.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_463.jpg,10,bottom,customer,sam,2448,2448,1083,974,1683,1561,0.15,384,0.027936,0.998186
data/processed/cure_crops/10/bottom/customer/10_bottom_464.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_464.jpg,10,bottom,customer,sam,640,640,274,184,530,448,0.15,384,0.076682,1.020501
data/processed/cure_crops/10/bottom/customer/10_bottom_465.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_465.jpg,10,bottom,customer,manual,640,640,313,167,517,393,0.15,384,0.040986,0.35263
data/processed/cure_crops/10/bottom/customer/10_bottom_466.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_466.jpg,10,bottom,customer,sam,640,640,190,190,450,452,0.15,384,0.078237,1.024372
data/processed/cure_crops/10/bottom/customer/10_bottom_467.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_467.jpg,10,bottom,customer,sam,640,640,184,226,449,491,0.15,384,0.080398,1.016738
data/processed/cure_crops/10/bottom/customer/10_bottom_468.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_468.jpg,10,bottom,customer,sam,640,640,203,159,469,425,0.15,384,0.081306,1.025111
data/processed/cure_crops/10/bottom/customer/10_bottom_469.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_469.jpg,10,bottom,customer,sam,640,640,194,216,458,481,0.15,384,0.080264,1.021963
data/processed/cure_crops/10/bottom/customer/10_bottom_470.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_470.jpg,10,bottom,customer,sam,640,640,274,162,531,424,0.15,384,0.077258,1.015183
data/processed/cure_crops/10/bottom/customer/10_bottom_471.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_471.jpg,10,bottom,customer,sam,640,640,245,174,501,434,0.15,384,0.075894,1.026516
data/processed/cure_crops/10/bottom/customer/10_bottom_472.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_472.jpg,10,bottom,customer,sam,640,640,236,156,499,421,0.15,384,0.07957,1.019101
data/processed/cure_crops/10/bottom/customer/10_bottom_473.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_473.jpg,10,bottom,customer,sam,640,640,189,226,454,491,0.15,384,0.07998,1.020588
data/processed/cure_crops/10/bottom/customer/10_bottom_474.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_474.jpg,10,bottom,customer,sam,640,640,235,167,493,429,0.15,384,0.077683,1.016049
data/processed/cure_crops/10/bottom/customer/10_bottom_475.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Customer/10_bottom_475.jpg,10,bottom,customer,sam,640,640,182,163,449,430,0.15,384,0.081516,1.025563
data/processed/cure_crops/10/bottom/ref/10_ref_bottom.png,data/raw/CURE_dataset/Pill_Images/10/bottom/Reference/10_ref_bottom.bmp,10,bottom,ref,classical,2448,2448,574,939,1132,1452,0.15,384,0.021794,
data/processed/cure_crops/10/top/customer/10_top_431.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_431.jpg,10,top,customer,sam,2448,2448,902,687,1528,1307,0.15,384,0.030178,1.006646
data/processed/cure_crops/10/top/customer/10_top_432.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_432.jpg,10,top,customer,sam,2448,2448,642,741,1342,1438,0.15,384,0.037902,0.990429
data/processed/cure_crops/10/top/customer/10_top_433.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_433.jpg,10,top,customer,sam,2448,2448,932,1002,1541,1616,0.15,384,0.02923,0.971163
data/processed/cure_crops/10/top/customer/10_top_434.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_434.jpg,10,top,customer,manual,2448,2448,914,1217,1468,1765,0.15,384,0.201657,0.390959
data/processed/cure_crops/10/top/customer/10_top_435.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_435.jpg,10,top,customer,sam,2448,2448,945,818,1515,1397,0.15,384,0.025531,0.990508
data/processed/cure_crops/10/top/customer/10_top_436.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_436.jpg,10,top,customer,manual,2448,2448,1120,779,1658,1310,0.15,384,0.036679,0.697621
data/processed/cure_crops/10/top/customer/10_top_437.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_437.jpg,10,top,customer,sam,2448,2448,949,917,1531,1499,0.15,384,0.025885,0.967579
data/processed/cure_crops/10/top/customer/10_top_438.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_438.jpg,10,top,customer,sam,2448,2448,1062,1006,1620,1555,0.15,384,0.023994,0.963768
data/processed/cure_crops/10/top/customer/10_top_439.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_439.jpg,10,top,customer,sam,2448,2448,1009,894,1638,1513,0.15,384,0.030147,0.949493
data/processed/cure_crops/10/top/customer/10_top_440.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_440.jpg,10,top,customer,sam,2448,2448,886,740,1504,1344,0.15,384,0.028876,0.996878
data/processed/cure_crops/10/top/customer/10_top_441.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_441.jpg,10,top,customer,sam,640,640,167,124,437,394,0.15,384,0.082593,1.01818
data/processed/cure_crops/10/top/customer/10_top_442.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_442.jpg,10,top,customer,sam,640,640,171,136,443,407,0.15,384,0.083574,0.978047
data/processed/cure_crops/10/top/customer/10_top_443.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_443.jpg,10,top,customer,sam,640,640,251,116,511,381,0.15,384,0.078892,1.007043
data/processed/cure_crops/10/top/customer/10_top_444.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_444.jpg,10,top,customer,sam,640,640,201,133,471,403,0.15,384,0.082739,0.994445
data/processed/cure_crops/10/top/customer/10_top_445.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_445.jpg,10,top,customer,sam,640,640,150,182,417,452,0.15,384,0.082454,1.020273
data/processed/cure_crops/10/top/customer/10_top_446.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_446.jpg,10,top,customer,sam,640,640,188,100,455,364,0.15,384,0.080847,1.017439
data/processed/cure_crops/10/top/customer/10_top_447.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_447.jpg,10,top,customer,sam,640,640,171,101,442,366,0.15,384,0.081455,1.019474
data/processed/cure_crops/10/top/customer/10_top_448.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_448.jpg,10,top,customer,sam,640,640,189,143,462,413,0.15,384,0.084109,0.972239
data/processed/cure_crops/10/top/customer/10_top_449.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_449.jpg,10,top,customer,sam,640,640,202,146,473,416,0.15,384,0.083169,0.975126
data/processed/cure_crops/10/top/customer/10_top_450.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_450.jpg,10,top,customer,sam,640,640,124,123,390,389,0.15,384,0.080989,1.01608
data/processed/cure_crops/10/top/customer/10_top_451.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_451.jpg,10,top,customer,sam,640,640,141,137,411,407,0.15,384,0.082375,1.021515
data/processed/cure_crops/10/top/customer/10_top_452.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_452.jpg,10,top,customer,sam,640,640,192,128,462,398,0.15,384,0.082466,0.982769
data/processed/cure_crops/10/top/customer/10_top_453.png,data/raw/CURE_dataset/Pill_Images/10/top/Customer/10_top_453.jpg,10,top,customer,sam,640,640,137,150,407,417,0.15,384,0.082407,1.016296
data/processed/cure_crops/10/top/ref/10_ref_top.png,data/raw/CURE_dataset/Pill_Images/10/top/Reference/10_ref_top.bmp,10,top,ref,classical,2448,2448,692,923,1303,1499,0.15,384,0.027225,
data/processed/cure_crops/100/bottom/customer/100_bottom_4426.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4426.jpg,100,bottom,customer,sam,2976,2976,833,1231,1932,1894,0.15,384,0.03731,1.015157
data/processed/cure_crops/100/bottom/customer/100_bottom_4427.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4427.jpg,100,bottom,customer,sam,2976,2976,1027,997,1783,2069,0.15,384,0.039077,1.019931
data/processed/cure_crops/100/bottom/customer/100_bottom_4428.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4428.jpg,100,bottom,customer,sam,2976,2976,949,1153,2012,1761,0.15,384,0.033474,1.015492
data/processed/cure_crops/100/bottom/customer/100_bottom_4429.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4429.jpg,100,bottom,customer,sam,2976,2976,1176,1094,1732,2053,0.15,384,0.027515,1.020998
data/processed/cure_crops/100/bottom/customer/100_bottom_4430.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4430.jpg,100,bottom,customer,sam,2976,2976,1055,1136,1929,1818,0.15,384,0.027506,1.025252
data/processed/cure_crops/100/bottom/customer/100_bottom_4431.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4431.jpg,100,bottom,customer,sam,2976,2976,808,1335,1730,1983,0.15,384,0.028678,1.015174
data/processed/cure_crops/100/bottom/customer/100_bottom_4432.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4432.jpg,100,bottom,customer,sam,2976,2976,1051,1139,2206,1865,0.15,384,0.041522,1.008353
data/processed/cure_crops/100/bottom/customer/100_bottom_4433.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4433.jpg,100,bottom,customer,sam,2976,2976,1149,1030,1923,2111,0.15,384,0.039856,1.022345
data/processed/cure_crops/100/bottom/customer/100_bottom_4434.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4434.jpg,100,bottom,customer,sam,640,640,126,139,432,640,0.15,384,0.174036,1.018625
data/processed/cure_crops/100/bottom/customer/100_bottom_4435.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4435.jpg,100,bottom,customer,sam,640,640,173,46,498,590,0.15,384,0.199573,1.023473
data/processed/cure_crops/100/bottom/customer/100_bottom_4436.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4436.jpg,100,bottom,customer,sam,640,640,207,30,540,592,0.15,384,0.211057,1.020997
data/processed/cure_crops/100/bottom/customer/100_bottom_4437.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4437.jpg,100,bottom,customer,sam,640,640,140,34,596,506,0.15,384,0.21116,1.02137
data/processed/cure_crops/100/bottom/customer/100_bottom_4438.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4438.jpg,100,bottom,customer,sam,640,640,135,72,428,576,0.15,384,0.167202,1.018356
data/processed/cure_crops/100/bottom/customer/100_bottom_4439.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4439.jpg,100,bottom,customer,sam,640,640,136,147,448,640,0.15,384,0.181624,1.018217
data/processed/cure_crops/100/bottom/customer/100_bottom_4440.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4440.jpg,100,bottom,customer,sam,640,640,148,50,524,606,0.15,384,0.223887,1.016017
data/processed/cure_crops/100/bottom/customer/100_bottom_4441.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4441.jpg,100,bottom,customer,sam,640,640,169,25,486,558,0.15,384,0.190439,1.018926
data/processed/cure_crops/100/bottom/customer/100_bottom_4442.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4442.jpg,100,bottom,customer,sam,640,640,158,47,468,573,0.15,384,0.18426,1.02328
data/processed/cure_crops/100/bottom/customer/100_bottom_4443.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4443.jpg,100,bottom,customer,sam,640,640,157,33,511,595,0.15,384,0.219629,1.018226
data/processed/cure_crops/100/bottom/customer/100_bottom_4444.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4444.jpg,100,bottom,customer,sam,640,640,137,29,572,525,0.15,384,0.214614,1.019321
data/processed/cure_crops/100/bottom/customer/100_bottom_4445.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Customer/100_bottom_4445.jpg,100,bottom,customer,sam,640,640,158,20,548,551,0.15,384,0.21614,1.017496
data/processed/cure_crops/100/bottom/ref/100_ref_bottom.png,data/raw/CURE_dataset/Pill_Images/100/bottom/Reference/100_ref_bottom.bmp,100,bottom,ref,classical,2976,2976,1245,1042,1892,2127,0.15,384,0.034053,
data/processed/cure_crops/100/top/customer/100_top_4405.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4405.jpg,100,top,customer,sam,2976,2976,1031,1147,2156,1785,0.15,384,0.037192,1.004621
data/processed/cure_crops/100/top/customer/100_top_4406.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4406.jpg,100,top,customer,sam,2976,2976,1043,1179,2061,1895,0.15,384,0.034853,1.024012
data/processed/cure_crops/100/top/customer/100_top_4407.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4407.jpg,100,top,customer,sam,2976,2976,1017,1133,2000,1816,0.15,384,0.032306,1.01372
data/processed/cure_crops/100/top/customer/100_top_4408.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4408.jpg,100,top,customer,sam,2976,2976,992,941,1707,2099,0.15,384,0.041699,1.01318
data/processed/cure_crops/100/top/customer/100_top_4409.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4409.jpg,100,top,customer,sam,2976,2976,890,1172,1748,2024,0.15,384,0.03227,1.017169
data/processed/cure_crops/100/top/customer/100_top_4410.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4410.jpg,100,top,customer,sam,2976,2976,964,1144,1916,1706,0.15,384,0.027363,1.016172
data/processed/cure_crops/100/top/customer/100_top_4411.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4411.jpg,100,top,customer,sam,2976,2976,967,1153,2035,1765,0.15,384,0.033716,1.009347
data/processed/cure_crops/100/top/customer/100_top_4412.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4412.jpg,100,top,customer,sam,2976,2976,1201,955,1832,2066,0.15,384,0.036371,0.996121
data/processed/cure_crops/100/top/customer/100_top_4413.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4413.jpg,100,top,customer,sam,2976,2976,1002,1190,2127,1834,0.15,384,0.037452,1.000522
data/processed/cure_crops/100/top/customer/100_top_4414.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4414.jpg,100,top,customer,sam,640,640,121,14,478,576,0.15,384,0.221846,1.009447
data/processed/cure_crops/100/top/customer/100_top_4415.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4415.jpg,100,top,customer,sam,640,640,87,152,555,575,0.15,384,0.198901,1.007995
data/processed/cure_crops/100/top/customer/100_top_4416.png,data/raw/CURE_dataset/Pill_Images/100/top/Customer/100_top_4416.jpg,100,top,customer,sam,640,640,140,214,629,514,0.15,384,0.163831,1.012802
